ID,Image,X,Y,Width,Height
16260,200022050-00007_1,1872,1161,112,212
16261,200022050-00007_1,1870,1238,117,226
16262,200022050-00007_1,1868,1646,123,223
16263,200022050-00007_1,1842,2252,138,323
16264,200022050-00007_1,1842,2364,138,274
16265,200022050-00007_1,1842,2450,136,267
16266,200022050-00007_1,1859,2529,122,251
16267,200022050-00007_1,1735,592,120,212
16268,200022050-00007_1,1738,1269,97,253
16269,200022050-00007_1,1727,1698,124,264
16270,200022050-00007_1,1727,1760,124,279
16271,200022050-00007_1,1731,1858,107,279
16272,200022050-00007_1,1731,1958,105,277
16273,200022050-00007_1,1726,2038,113,259
16274,200022050-00007_1,1726,2104,113,301
16275,200022050-00007_1,1726,2212,113,264
16276,200022050-00007_1,1731,2290,89,287
16277,200022050-00007_1,1732,2636,87,253
16278,200022050-00007_1,1723,3030,105,262
16279,200022050-00007_1,1574,449,144,224
16280,200022050-00007_1,1574,531,144,204
16281,200022050-00007_1,1574,624,144,197
16282,200022050-00007_1,1614,628,57,275
16283,200022050-00007_1,1584,733,103,286
16284,200022050-00007_1,1578,1172,112,310
16285,200022050-00007_1,1572,1662,115,280
16286,200022050-00007_1,1583,1776,104,271
16287,200022050-00007_1,1583,1821,108,289
16288,200022050-00007_1,1583,1944,108,251
16289,200022050-00007_1,1583,2045,108,241
16290,200022050-00007_1,1588,2114,84,268
16291,200022050-00007_1,1604,2193,59,279
16292,200022050-00007_1,1571,2552,117,250
16293,200022050-00007_1,1571,2628,117,246
16294,200022050-00007_1,1571,2730,117,220
16295,200022050-00007_1,1579,2801,106,237
16296,200022050-00007_1,1579,2875,106,271
16297,200022050-00007_1,1584,2954,101,271
16298,200022050-00007_1,1600,3006,52,321
16299,200022050-00007_1,1588,3118,81,297
16300,200022050-00007_1,1430,954,121,275
16301,200022050-00007_1,1426,2702,93,261
16302,200022050-00007_1,1418,2762,136,260
16303,200022050-00007_1,1418,2842,136,220
16304,200022050-00007_1,1418,2895,136,264
16305,200022050-00007_1,1427,2985,104,296
16306,200022050-00007_1,1292,449,109,306
16307,200022050-00007_1,1297,551,104,296
16308,200022050-00007_1,1297,660,104,295
16309,200022050-00007_1,1319,768,57,299
16310,200022050-00007_1,1299,851,89,300
16311,200022050-00007_1,1284,1553,92,264
16312,200022050-00007_1,1293,1634,82,302
16313,200022050-00007_1,1272,1753,131,262
16314,200022050-00007_1,1272,1824,131,255
16315,200022050-00007_1,1272,1940,131,174
16316,200022050-00007_1,1288,2000,109,183
16317,200022050-00007_1,1289,2045,92,226
16318,200022050-00007_1,1289,2110,92,236
16319,200022050-00007_1,1288,2186,109,261
16320,200022050-00007_1,1288,2265,109,238
16321,200022050-00007_1,1288,2348,109,241
16322,200022050-00007_1,1149,655,95,282
16323,200022050-00007_1,1149,752,95,273
16324,200022050-00007_1,1137,832,124,240
16325,200022050-00007_1,1135,1208,109,222
16326,200022050-00007_1,1152,1961,77,297
16327,200022050-00007_1,1152,2054,77,295
16328,200022050-00007_1,1144,2150,91,291
16329,200022050-00007_1,1165,2786,46,266
16330,200022050-00007_1,1125,2847,105,268
16331,200022050-00007_1,1125,2903,105,280
16332,200022050-00007_1,1123,2999,109,267
16333,200022050-00007_1,1123,3095,110,238
16334,200022050-00007_1,1123,3178,110,198
16335,200022050-00007_1,975,1286,149,385
16336,200022050-00007_1,992,1422,128,355
16337,200022050-00007_1,841,424,123,244
16338,200022050-00007_1,841,512,123,247
16339,200022050-00007_1,825,831,139,277
16340,200022050-00007_1,825,922,139,229
16341,200022050-00007_1,825,968,139,281
16342,200022050-00007_1,841,1052,112,261
16343,200022050-00007_1,836,1398,129,265
16344,200022050-00007_1,848,1469,113,302
16345,200022050-00007_1,860,1857,95,254
16346,200022050-00007_1,860,1933,95,268
16347,200022050-00007_1,844,2501,117,266
16348,200022050-00007_1,833,2593,128,249
16349,200022050-00007_1,833,2686,128,252
16350,200022050-00007_1,829,2770,128,230
16351,200022050-00007_1,829,2834,128,280
16352,200022050-00007_1,829,2933,128,256
16353,200022050-00007_1,849,3007,100,271
16354,200022050-00007_1,849,3086,100,234
16355,200022050-00007_1,680,437,128,298
16356,200022050-00007_1,680,545,128,259
16357,200022050-00007_1,693,607,119,282
16358,200022050-00007_1,693,719,119,226
16359,200022050-00007_1,697,804,115,299
16360,200022050-00007_1,693,841,112,303
16361,200022050-00007_1,693,940,122,288
16362,200022050-00007_1,693,1061,122,216
16363,200022050-00007_1,713,1133,102,234
16364,200022050-00007_1,689,1862,131,255
16365,200022050-00007_1,689,1917,122,286
16366,200022050-00007_1,689,2024,122,270
16367,200022050-00007_1,700,2124,111,282
16368,200022050-00007_1,696,2206,120,291
16369,200022050-00007_1,696,2309,120,255
16370,200022050-00007_1,695,2393,121,240
16371,200022050-00007_1,695,2469,109,247
16372,200022050-00007_1,695,2566,109,257
16373,200022050-00007_1,697,2617,106,294
16374,200022050-00007_1,696,2719,111,245
16375,200022050-00007_1,696,2814,111,227
16376,200022050-00007_1,696,2905,113,233
16377,200022050-00007_1,701,2961,108,228
16378,200022050-00007_1,701,3034,108,223
16379,200022050-00007_1,715,3121,94,221
16380,200022050-00007_1,715,3182,94,240
16381,200022050-00007_1,541,645,119,230
16382,200022050-00007_1,541,723,135,229
16383,200022050-00007_1,561,795,115,211
16384,200022050-00007_1,561,877,115,260
16385,200022050-00007_1,569,1097,93,202
16386,200022050-00007_1,569,1157,93,182
16387,200022050-00007_1,569,1234,89,183
16388,200022050-00007_1,580,1484,63,264
16389,200022050-00007_1,561,1553,104,246
16390,200022050-00007_1,561,1648,107,237
16391,200022050-00007_1,549,1744,119,243
16392,200022050-00007_1,549,1788,119,291
16393,200022050-00007_1,529,1896,141,307
16394,200022050-00007_1,548,2810,116,206
16395,200022050-00007_1,548,2865,116,261
16396,200022050-00007_1,564,2929,100,270
16397,200022050-00007_1,580,2993,80,290
16398,200022050-00007_1,580,3103,80,247
16399,200022050-00007_1,389,583,115,229
16400,200022050-00007_1,389,643,115,254
16401,200022050-00007_1,389,720,132,255
16402,200022050-00007_1,399,796,122,240
16403,200022050-00007_1,399,887,122,230
16404,200022050-00007_1,396,1344,136,190
16405,200022050-00007_1,396,1405,136,224
16406,200022050-00007_1,401,2202,116,217
16407,200022050-00007_1,401,2266,116,243
16408,200022050-00007_1,421,2314,108,292
16409,200022050-00007_1,256,455,106,315
16410,200022050-00007_1,256,559,100,309
16411,200022050-00007_1,256,711,100,233
16412,200022050-00007_1,260,772,96,255
16413,200022050-00007_1,268,857,72,248
16414,200022050-00007_1,255,1370,103,232
16415,200022050-00007_1,255,1422,103,242
16416,200022050-00007_1,255,1510,103,225
16417,200022050-00007_1,257,1604,109,213
16418,200022050-00007_1,257,1648,117,265
16419,200022050-00007_1,256,2386,112,333
16420,200022050-00007_1,256,2446,103,328
16421,200022050-00007_1,256,2586,103,263
16422,200022050-00007_1,256,2677,100,248
16423,200022050-00007_1,256,2758,100,255
16424,200022050-00007_1,253,2850,117,236
16425,200022050-00007_1,253,2929,117,192
16426,200022050-00007_1,253,3011,117,197
16427,200022050-00007_2,2229,431,102,282
16428,200022050-00007_2,2229,533,105,295
16429,200022050-00007_2,2229,633,105,301
16430,200022050-00007_2,2234,699,100,354
16431,200022050-00007_2,2234,827,88,333
16432,200022050-00007_2,2231,1231,109,274
16433,200022050-00007_2,2241,1878,108,354
16434,200022050-00007_2,2253,1978,96,398
16435,200022050-00007_2,2065,519,129,310
16436,200022050-00007_2,2085,660,109,246
16437,200022050-00007_2,2085,733,109,302
16438,200022050-00007_2,2081,1141,115,310
16439,200022050-00007_2,2081,1252,115,315
16440,200022050-00007_2,2102,1355,90,329
16441,200022050-00007_2,2094,1443,112,316
16442,200022050-00007_2,2094,1572,112,291
16443,200022050-00007_2,2097,2746,131,313
16444,200022050-00007_2,2086,2843,114,282
16445,200022050-00007_2,2086,2922,115,295
16446,200022050-00007_2,2086,3034,115,285
16447,200022050-00007_2,1922,436,117,229
16448,200022050-00007_2,1935,743,107,321
16449,200022050-00007_2,1941,1156,97,305
16450,200022050-00007_2,1941,1273,97,314
16451,200022050-00007_2,1947,1369,80,275
16452,200022050-00007_2,1943,1819,101,315
16453,200022050-00007_2,1925,1918,120,278
16454,200022050-00007_2,1925,2034,120,259
16455,200022050-00007_2,1925,2119,120,301
16456,200022050-00007_2,1943,2784,131,254
16457,200022050-00007_2,1943,2854,131,273
16458,200022050-00007_2,1931,2911,109,296
16459,200022050-00007_2,1931,3038,109,246
16460,200022050-00007_2,1931,3134,109,219
16461,200022050-00007_2,1957,3207,101,208
16462,200022050-00007_2,1794,760,103,212
16463,200022050-00007_2,1794,844,103,254
16464,200022050-00007_2,1794,915,103,286
16465,200022050-00007_2,1814,973,67,315
16466,200022050-00007_2,1784,1105,109,245
16467,200022050-00007_2,1805,1428,97,280
16468,200022050-00007_2,1805,1548,97,222
16469,200022050-00007_2,1805,1639,92,237
16470,200022050-00007_2,1798,1691,111,285
16471,200022050-00007_2,1798,1769,111,322
16472,200022050-00007_2,1798,1872,111,319
16473,200022050-00007_2,1802,1946,88,317
16474,200022050-00007_2,1802,2094,93,273
16475,200022050-00007_2,1802,2202,109,256
16476,200022050-00007_2,1802,2260,109,316
16477,200022050-00007_2,1802,2366,109,333
16478,200022050-00007_2,1821,2468,73,288
16479,200022050-00007_2,1796,2826,115,261
16480,200022050-00007_2,1654,1125,105,339
16481,200022050-00007_2,1654,1249,105,307
16482,200022050-00007_2,1642,1664,131,238
16483,200022050-00007_2,1662,1992,91,351
16484,200022050-00007_2,1657,2100,91,335
16485,200022050-00007_2,1657,2216,91,328
16486,200022050-00007_2,1657,2342,99,313
16487,200022050-00007_2,1665,2439,91,323
16488,200022050-00007_2,1657,2799,109,285
16489,200022050-00007_2,1657,2876,109,355
16490,200022050-00007_2,1657,2991,109,336
16491,200022050-00007_2,1657,3094,99,308
16492,200022050-00007_2,1497,435,100,318
16493,200022050-00007_2,1485,511,107,333
16494,200022050-00007_2,1485,609,107,324
16495,200022050-00007_2,1485,717,107,363
16496,200022050-00007_2,1498,845,100,313
16497,200022050-00007_2,1498,932,100,338
16498,200022050-00007_2,1516,1335,75,435
16499,200022050-00007_2,1196,751,107,201
16500,200022050-00007_2,1201,811,101,216
16501,200022050-00007_2,1194,871,109,265
16502,200022050-00007_2,1194,944,109,224
16503,200022050-00007_2,1194,1032,109,220
16504,200022050-00007_2,1192,1100,120,247
16505,200022050-00007_2,1192,1168,120,296
16506,200022050-00007_2,1221,2016,103,299
16507,200022050-00007_2,1236,2102,68,285
16508,200022050-00007_2,1218,2200,105,293
16509,200022050-00007_2,1218,2907,103,319
16510,200022050-00007_2,1032,572,116,353
16511,200022050-00007_2,1045,736,115,292
16512,200022050-00007_2,1045,837,115,299
16513,200022050-00007_2,1056,919,104,314
16514,200022050-00007_2,1056,1023,105,319
16515,200022050-00007_2,1057,1124,104,303
16516,200022050-00007_2,1057,1227,121,293
16517,200022050-00007_2,1061,1299,117,317
16518,200022050-00007_2,1061,1419,117,316
16519,200022050-00007_2,1065,1513,90,302
16520,200022050-00007_2,1070,2052,112,259
16521,200022050-00007_2,1070,2135,112,297
16522,200022050-00007_2,1061,2228,111,282
16523,200022050-00007_2,1061,2312,111,268
16524,200022050-00007_2,1061,2414,111,247
16525,200022050-00007_2,1077,2519,91,292
16526,200022050-00007_2,1070,2580,100,307
16527,200022050-00007_2,1070,2659,100,292
16528,200022050-00007_2,1070,2799,100,227
16529,200022050-00007_2,1073,2876,95,290
16530,200022050-00007_2,1073,2943,106,301
16531,200022050-00007_2,898,803,113,292
16532,200022050-00007_2,906,912,107,302
16533,200022050-00007_2,906,1004,107,308
16534,200022050-00007_2,917,1700,107,279
16535,200022050-00007_2,917,1803,107,279
16536,200022050-00007_2,913,1883,107,285
16537,200022050-00007_2,913,1982,107,290
16538,200022050-00007_2,913,2060,107,303
16539,200022050-00007_2,913,2156,97,300
16540,200022050-00007_2,913,2255,97,266
16541,200022050-00007_2,901,2592,136,371
16542,200022050-00007_2,920,2768,124,263
16543,200022050-00007_2,920,2859,124,263
16544,200022050-00007_2,920,2938,124,230
16545,200022050-00007_2,749,444,100,276
16546,200022050-00007_2,772,1264,87,282
16547,200022050-00007_2,772,1348,87,315
16548,200022050-00007_2,776,1459,68,341
16549,200022050-00007_2,776,1544,73,379
16550,200022050-00007_2,600,445,124,323
16551,200022050-00007_2,621,2110,96,343
16552,200022050-00007_2,621,2240,100,294
16553,200022050-00007_2,621,2354,101,261
16554,200022050-00007_2,625,2454,97,243
16555,200022050-00007_2,626,2511,96,302
16556,200022050-00007_2,629,3020,96,283
16557,200022050-00007_2,629,3139,96,273
16558,200022050-00007_2,467,447,100,243
16559,200022050-00007_2,467,505,112,265
16560,200022050-00007_2,468,607,111,281
16561,200022050-00007_2,473,1584,84,345
16562,200022050-00007_2,473,1699,84,330
16563,200022050-00007_2,459,2108,115,188
16564,200022050-00007_2,463,2135,104,232
16565,200022050-00007_2,484,2446,104,288
16566,200022050-00007_2,293,1407,153,436
16567,200022050-00007_2,293,1571,153,437
16568,200022050-00007_2,161,1016,117,327
16569,200022050-00007_2,175,1103,92,308
16570,200022050-00007_2,175,1215,102,269
16571,200022050-00007_2,209,2056,64,281
16572,200022050-00007_2,209,2171,70,295
16573,200022050-00007_2,207,2262,75,323
16574,200022050-00007_2,199,2348,87,330
16575,200022050-00007_2,197,2481,93,295
16576,200022050-00007_2,191,2579,108,263
16577,200022050-00007_2,199,2998,99,217
16578,200022050-00007_2,199,3055,99,275
16579,200022050-00007_2,199,3135,99,277
16580,200022050-00009_1,2235,1093,104,269
16581,200022050-00009_1,2236,1173,103,309
16582,200022050-00009_1,2236,1277,93,281
16583,200022050-00009_1,2236,1369,93,277
16584,200022050-00009_1,2229,2818,96,250
16585,200022050-00009_1,2229,2890,96,270
16586,200022050-00009_1,2229,2981,93,241
16587,200022050-00009_1,2229,3079,93,187
16588,200022050-00009_1,2229,3165,104,187
16589,200022050-00009_1,2080,611,117,257
16590,200022050-00009_1,2080,705,117,288
16591,200022050-00009_1,2095,792,97,258
16592,200022050-00009_1,2095,868,104,279
16593,200022050-00009_1,2096,993,103,233
16594,200022050-00009_1,2092,1052,107,289
16595,200022050-00009_1,2092,1146,107,347
16596,200022050-00009_1,2092,1224,101,373
16597,200022050-00009_1,2076,1734,107,258
16598,200022050-00009_1,2089,2092,85,323
16599,200022050-00009_1,2089,2205,85,306
16600,200022050-00009_1,2088,2721,83,320
16601,200022050-00009_1,1949,440,113,235
16602,200022050-00009_1,1949,505,113,251
16603,200022050-00009_1,1956,587,80,301
16604,200022050-00009_1,1961,673,64,349
16605,200022050-00009_1,1952,768,84,374
16606,200022050-00009_1,1952,891,84,308
16607,200022050-00009_1,1952,1025,84,288
16608,200022050-00009_1,1949,1112,93,329
16609,200022050-00009_1,1924,2104,112,307
16610,200022050-00009_1,1924,2221,112,300
16611,200022050-00009_1,1924,2332,112,283
16612,200022050-00009_1,1933,2420,101,289
16613,200022050-00009_1,1952,3018,72,239
16614,200022050-00009_1,1952,3118,78,244
16615,200022050-00009_1,1793,1110,96,275
16616,200022050-00009_1,1789,1480,99,269
16617,200022050-00009_1,1789,1576,96,250
16618,200022050-00009_1,1789,1658,96,269
16619,200022050-00009_1,1789,1742,96,292
16620,200022050-00009_1,1796,1796,87,359
16621,200022050-00009_1,1799,1925,71,337
16622,200022050-00009_1,1805,2032,59,361
16623,200022050-00009_1,1799,2158,69,339
16624,200022050-00009_1,1793,2262,81,344
16625,200022050-00009_1,1793,2402,81,311
16626,200022050-00009_1,1788,2898,109,235
16627,200022050-00009_1,1788,2966,109,265
16628,200022050-00009_1,1789,3050,121,255
16629,200022050-00009_1,1791,3135,119,224
16630,200022050-00009_1,1649,373,92,279
16631,200022050-00009_1,1649,457,92,323
16632,200022050-00009_1,1647,568,129,276
16633,200022050-00009_1,1647,652,129,272
16634,200022050-00009_1,1647,741,129,268
16635,200022050-00009_1,1673,820,65,301
16636,200022050-00009_1,1653,925,73,288
16637,200022050-00009_1,1636,1846,109,244
16638,200022050-00009_1,1636,1930,109,219
16639,200022050-00009_1,1627,1974,117,254
16640,200022050-00009_1,1627,2050,117,269
16641,200022050-00009_1,1627,2141,117,282
16642,200022050-00009_1,1651,2208,83,308
16643,200022050-00009_1,1644,2316,90,277
16644,200022050-00009_1,1644,2393,81,292
16645,200022050-00009_1,1644,2524,85,229
16646,200022050-00009_1,1644,2596,88,239
16647,200022050-00009_1,1512,620,94,283
16648,200022050-00009_1,1497,972,129,270
16649,200022050-00009_1,1484,1320,116,325
16650,200022050-00009_1,1484,1429,116,311
16651,200022050-00009_1,1484,1558,116,316
16652,200022050-00009_1,1499,1649,91,317
16653,200022050-00009_1,1496,1738,96,319
16654,200022050-00009_1,1496,1882,96,263
16655,200022050-00009_1,1491,2230,97,347
16656,200022050-00009_1,1495,2751,85,274
16657,200022050-00009_1,1360,560,101,341
16658,200022050-00009_1,1344,957,116,266
16659,200022050-00009_1,1344,1030,116,319
16660,200022050-00009_1,1344,1150,116,331
16661,200022050-00009_1,1361,1224,71,333
16662,200022050-00009_1,1351,1653,110,292
16663,200022050-00009_1,1331,2470,112,297
16664,200022050-00009_1,1337,3011,92,258
16665,200022050-00009_1,1337,3105,92,257
16666,200022050-00009_1,1196,1128,115,249
16667,200022050-00009_1,1201,1188,111,285
16668,200022050-00009_1,1187,1648,112,290
16669,200022050-00009_1,1200,2286,83,315
16670,200022050-00009_1,1200,2378,77,320
16671,200022050-00009_1,1211,2492,65,299
16672,200022050-00009_1,1063,371,107,235
16673,200022050-00009_1,1065,461,85,262
16674,200022050-00009_1,1059,865,92,245
16675,200022050-00009_1,1044,1489,103,272
16676,200022050-00009_1,1040,1586,107,235
16677,200022050-00009_1,1040,1668,105,254
16678,200022050-00009_1,1036,1981,121,338
16679,200022050-00009_1,1049,2064,93,371
16680,200022050-00009_1,1057,2142,77,419
16681,200022050-00009_1,1040,2330,107,347
16682,200022050-00009_1,1040,2434,107,349
16683,200022050-00009_1,1040,2572,107,285
16684,200022050-00009_1,1049,2650,95,298
16685,200022050-00009_1,1049,2782,87,263
16686,200022050-00009_1,1048,2859,88,279
16687,200022050-00009_1,1041,2941,95,299
16688,200022050-00009_1,1041,3042,107,254
16689,200022050-00009_1,903,372,121,244
16690,200022050-00009_1,903,437,121,250
16691,200022050-00009_1,903,521,115,226
16692,200022050-00009_1,907,619,104,233
16693,200022050-00009_1,907,910,101,262
16694,200022050-00009_1,883,2474,104,246
16695,200022050-00009_1,883,2549,104,249
16696,200022050-00009_1,745,944,121,279
16697,200022050-00009_1,745,1418,120,297
16698,200022050-00009_1,757,1525,98,296
16699,200022050-00009_1,759,1622,97,305
16700,200022050-00009_1,759,1712,97,317
16701,200022050-00009_1,744,1818,112,322
16702,200022050-00009_1,744,1924,105,324
16703,200022050-00009_1,744,2036,105,309
16704,200022050-00009_1,744,2117,107,300
16705,200022050-00009_1,744,2242,107,316
16706,200022050-00009_1,744,2344,107,316
16707,200022050-00009_1,765,2417,64,365
16708,200022050-00009_1,636,564,57,343
16709,200022050-00009_1,636,665,56,364
16710,200022050-00009_1,625,779,77,358
16711,200022050-00009_1,625,901,77,384
16712,200022050-00009_1,615,1020,99,342
16713,200022050-00009_1,615,1134,99,303
16714,200022050-00009_1,615,1277,99,279
16715,200022050-00009_1,608,1361,109,283
16716,200022050-00009_1,608,1436,109,300
16717,200022050-00009_1,608,1529,109,280
16718,200022050-00009_1,620,1628,84,296
16719,200022050-00009_1,620,1705,67,349
16720,200022050-00009_1,595,2622,107,359
16721,200022050-00009_1,475,365,108,292
16722,200022050-00009_1,315,1324,172,484
16723,200022050-00009_1,315,1504,181,476
16724,200022050-00009_1,171,1302,107,342
16725,200022050-00009_1,177,1404,95,365
16726,200022050-00009_1,171,1978,96,277
16727,200022050-00009_1,160,2558,105,325
16728,200022050-00009_1,160,2641,105,341
16729,200022050-00009_1,160,2790,105,327
16730,200022050-00009_1,164,2862,88,323
16731,200022050-00009_1,164,2981,88,291
16732,200022050-00009_2,2191,484,96,273
16733,200022050-00009_2,2191,575,96,258
16734,200022050-00009_2,2191,672,96,223
16735,200022050-00009_2,2203,1116,75,271
16736,200022050-00009_2,2172,1731,107,268
16737,200022050-00009_2,2177,1803,95,315
16738,200022050-00009_2,2173,1895,99,310
16739,200022050-00009_2,2063,343,83,315
16740,200022050-00009_2,2053,439,93,289
16741,200022050-00009_2,2049,541,105,265
16742,200022050-00009_2,2049,660,105,277
16743,200022050-00009_2,2049,725,105,305
16744,200022050-00009_2,2053,837,99,245
16745,200022050-00009_2,2053,937,99,232
16746,200022050-00009_2,2047,1232,99,319
16747,200022050-00009_2,2041,1645,94,256
16748,200022050-00009_2,2037,1729,99,243
16749,200022050-00009_2,2037,1813,99,272
16750,200022050-00009_2,2037,1903,99,280
16751,200022050-00009_2,2045,1973,88,271
16752,200022050-00009_2,2036,2084,97,248
16753,200022050-00009_2,2025,2439,112,237
16754,200022050-00009_2,2025,2509,112,274
16755,200022050-00009_2,2043,3044,88,280
16756,200022050-00009_2,1897,345,100,276
16757,200022050-00009_2,1897,437,100,267
16758,200022050-00009_2,1903,1115,76,335
16759,200022050-00009_2,1901,1193,78,368
16760,200022050-00009_2,1881,1317,120,298
16761,200022050-00009_2,1881,1453,120,243
16762,200022050-00009_2,1881,1564,120,252
16763,200022050-00009_2,1884,1592,103,318
16764,200022050-00009_2,1891,1693,95,314
16765,200022050-00009_2,1891,1813,95,287
16766,200022050-00009_2,1896,2941,101,290
16767,200022050-00009_2,1896,3048,101,279
16768,200022050-00009_2,1756,340,91,335
16769,200022050-00009_2,1753,444,92,346
16770,200022050-00009_2,1751,571,104,312
16771,200022050-00009_2,1751,677,104,305
16772,200022050-00009_2,1751,784,104,283
16773,200022050-00009_2,1744,885,105,253
16774,200022050-00009_2,1744,979,105,261
16775,200022050-00009_2,1745,1375,104,284
16776,200022050-00009_2,1737,1784,92,298
16777,200022050-00009_2,1743,1876,108,303
16778,200022050-00009_2,1767,2231,71,328
16779,200022050-00009_2,1752,2344,93,311
16780,200022050-00009_2,1752,2444,93,311
16781,200022050-00009_2,1752,2564,93,292
16782,200022050-00009_2,1753,2648,87,306
16783,200022050-00009_2,1753,2747,87,300
16784,200022050-00009_2,1753,2855,88,280
16785,200022050-00009_2,1753,2936,97,261
16786,200022050-00009_2,1620,867,68,378
16787,200022050-00009_2,1613,1005,93,349
16788,200022050-00009_2,1613,1121,93,381
16789,200022050-00009_2,1613,1245,93,364
16790,200022050-00009_2,1612,1377,88,339
16791,200022050-00009_2,1613,1983,87,248
16792,200022050-00009_2,1613,2077,84,248
16793,200022050-00009_2,1611,2425,94,272
16794,200022050-00009_2,1611,2501,92,275
16795,200022050-00009_2,1604,2779,80,309
16796,200022050-00009_2,1468,343,90,257
16797,200022050-00009_2,1456,924,119,286
16798,200022050-00009_2,1456,1023,119,276
16799,200022050-00009_2,1456,1101,119,293
16800,200022050-00009_2,1461,1203,103,249
16801,200022050-00009_2,1461,1293,103,279
16802,200022050-00009_2,1465,1636,100,297
16803,200022050-00009_2,1461,1675,117,332
16804,200022050-00009_2,1461,1797,117,502
16805,200022050-00009_2,1455,3075,100,248
16806,200022050-00009_2,1315,452,89,292
16807,200022050-00009_2,1324,1349,80,235
16808,200022050-00009_2,1303,1876,99,314
16809,200022050-00009_2,1303,1981,113,307
16810,200022050-00009_2,1321,2101,95,288
16811,200022050-00009_2,1319,2192,97,294
16812,200022050-00009_2,1319,2296,88,282
16813,200022050-00009_2,1315,2385,92,294
16814,200022050-00009_2,1315,2477,92,280
16815,200022050-00009_2,1315,2571,91,313
16816,200022050-00009_2,1304,2677,97,323
16817,200022050-00009_2,1304,2767,97,284
16818,200022050-00009_2,1304,2893,97,236
16819,200022050-00009_2,1309,2987,88,246
16820,200022050-00009_2,1297,3049,115,269
16821,200022050-00009_2,1165,457,97,284
16822,200022050-00009_2,1177,549,85,289
16823,200022050-00009_2,1159,636,116,297
16824,200022050-00009_2,1159,743,116,313
16825,200022050-00009_2,1159,845,116,304
16826,200022050-00009_2,1168,2217,101,293
16827,200022050-00009_2,1165,2316,104,270
16828,200022050-00009_2,1165,2401,92,270
16829,200022050-00009_2,1165,2511,92,223
16830,200022050-00009_2,1168,2913,97,272
16831,200022050-00009_2,1176,2989,85,231
16832,200022050-00009_2,1176,3113,85,200
16833,200022050-00009_2,1032,604,85,259
16834,200022050-00009_2,1025,693,107,260
16835,200022050-00009_2,1025,756,107,291
16836,200022050-00009_2,1021,945,125,330
16837,200022050-00009_2,1021,1080,125,268
16838,200022050-00009_2,1021,1175,125,300
16839,200022050-00009_2,1013,2367,104,361
16840,200022050-00009_2,864,349,116,287
16841,200022050-00009_2,871,747,121,225
16842,200022050-00009_2,892,1579,88,277
16843,200022050-00009_2,881,2129,91,286
16844,200022050-00009_2,881,2217,88,307
16845,200022050-00009_2,875,2691,80,258
16846,200022050-00009_2,875,2787,80,236
16847,200022050-00009_2,875,2889,80,227
16848,200022050-00009_2,729,616,113,253
16849,200022050-00009_2,729,685,113,275
16850,200022050-00009_2,745,761,60,280
16851,200022050-00009_2,721,869,107,320
16852,200022050-00009_2,721,948,107,356
16853,200022050-00009_2,721,1040,107,379
16854,200022050-00009_2,727,1512,95,262
16855,200022050-00009_2,727,1621,117,271
16856,200022050-00009_2,729,2843,89,372
16857,200022050-00009_2,739,2920,79,399
16858,200022050-00009_2,572,671,103,253
16859,200022050-00009_2,576,767,99,264
16860,200022050-00009_2,588,1135,79,334
16861,200022050-00009_2,572,1859,101,270
16862,200022050-00009_2,572,1945,109,267
16863,200022050-00009_2,585,2040,98,272
16864,200022050-00009_2,585,2121,103,272
16865,200022050-00009_2,588,2203,100,289
16866,200022050-00009_2,588,2316,100,314
16867,200022050-00009_2,612,2384,56,365
16868,200022050-00009_2,581,2483,104,342
16869,200022050-00009_2,581,2617,104,291
16870,200022050-00009_2,581,2717,104,325
16871,200022050-00009_2,592,2795,90,338
16872,200022050-00009_2,592,2909,90,289
16873,200022050-00009_2,428,739,100,258
16874,200022050-00009_2,428,840,100,282
16875,200022050-00009_2,441,912,75,302
16876,200022050-00009_2,441,985,95,340
16877,200022050-00009_2,441,1135,95,271
16878,200022050-00009_2,441,1213,95,298
16879,200022050-00009_2,441,1311,91,324
16880,200022050-00009_2,449,1396,67,350
16881,200022050-00009_2,449,1507,69,379
16882,200022050-00009_2,451,1645,79,364
16883,200022050-00009_2,439,1747,91,373
16884,200022050-00009_2,439,1889,95,304
16885,200022050-00009_2,439,2008,95,299
16886,200022050-00009_2,441,2113,93,295
16887,200022050-00009_2,440,2188,97,287
16888,200022050-00009_2,440,2313,102,263
16889,200022050-00009_2,440,2395,102,292
16890,200022050-00009_2,287,676,88,328
16891,200022050-00009_2,283,1063,110,272
16892,200022050-00009_2,273,1152,116,244
16893,200022050-00009_2,273,1260,115,245
16894,200022050-00009_2,293,2215,96,372
16895,200022050-00009_2,293,2379,96,298
16896,200022050-00009_2,289,2807,91,297
16897,200022050-00009_2,289,2897,131,273
16898,200022050-00009_2,137,353,85,326
16899,200022050-00009_2,131,457,97,307
16900,200022050-00009_2,131,574,97,306
16901,200022050-00009_2,131,668,97,290
16902,200022050-00009_2,136,768,123,291
16903,200022050-00009_2,136,879,123,227
16904,200022050-00009_2,136,955,123,242
16905,200022050-00009_2,144,1043,75,220
16906,200022050-00009_2,148,1117,77,245
16907,200022050-00009_2,152,1977,99,309
16908,200022050-00010_1,2159,1212,153,605
16909,200022050-00010_1,2159,1380,142,568
16910,200022050-00010_1,2060,387,88,335
16911,200022050-00010_1,2052,857,109,258
16912,200022050-00010_1,2057,1207,105,322
16913,200022050-00010_1,2056,1627,105,300
